rundate,this_period,foreign_region,foreign_country,UK_airport,foreign_airport,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,SALZBURG,1224,1224,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,EDINBURGH,VIENNA,2474,2474,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,SALZBURG,132,0,132,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,GLASGOW,VIENNA,0,0,0,148,0,148,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,LEEDS BRADFORD,SALZBURG,1225,1225,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,LIVERPOOL (JOHN LENNON),SALZBURG,1090,1090,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,LIVERPOOL (JOHN LENNON),VIENNA,1689,1689,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,INNSBRUCK,7655,4919,2736,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,SALZBURG,3758,2316,1442,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,MANCHESTER,VIENNA,1972,1972,0,61,61,0,3132.786885
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,INNSBRUCK,919,919,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,NEWCASTLE,SALZBURG,856,856,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,AUSTRIA,SOUTHAMPTON,SALZBURG,340,340,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,HEATHROW,BRUSSELS,27489,27489,0,5419,5419,0,407.270714
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,STANSTED,CHARLEROI,0,0,0,52,0,52,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,BIGGIN HILL,ANTWERP,0,0,0,35,0,35,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,BIRMINGHAM,BRUSSELS,203,203,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,CARDIFF WALES,BRUSSELS,0,0,0,108,0,108,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,BRUSSELS,1333,1333,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,EDINBURGH,CHARLEROI,6707,6707,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,GLASGOW,CHARLEROI,61,61,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,LIVERPOOL (JOHN LENNON),CHARLEROI,163,163,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,LIVERPOOL (JOHN LENNON),LIEGE,86,0,86,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,BRUSSELS,6348,6348,0,1888,1888,0,236.228814
20/05/2022 17:03,202203,WESTERN EUROPE-EU,BELGIUM,MANCHESTER,CHARLEROI,12425,12425,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,GATWICK,DUBROVNIK,1007,509,498,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,GATWICK,PULA,76,76,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,GATWICK,SPLIT,1051,1051,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,GATWICK,ZAGREB,133,133,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,HEATHROW,DUBROVNIK,172,172,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,HEATHROW,ZAGREB,5495,5495,0,617,617,0,790.599676
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,LUTON,ZAGREB,209,209,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,STANSTED,DUBROVNIK,162,162,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,STANSTED,PULA,318,318,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,STANSTED,RIJEKA,313,313,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,STANSTED,ZADAR,78,78,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,STANSTED,ZAGREB,8465,8465,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,BRISTOL,DUBROVNIK,305,305,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,BRISTOL,SPLIT,274,274,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,EDINBURGH,DUBROVNIK,128,128,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,EDINBURGH,ZADAR,308,308,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,GLASGOW,SPLIT,268,268,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,MANCHESTER,DUBROVNIK,672,254,418,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,MANCHESTER,SPLIT,210,210,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,MANCHESTER,ZAGREB,2187,2187,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CROATIA,NEWCASTLE,ZADAR,65,65,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,GATWICK,LARNACA,7614,7614,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,GATWICK,PAPHOS,12878,10694,2184,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,HEATHROW,LARNACA,23915,23915,0,2895,2895,0,726.079447
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,HEATHROW,PAPHOS,0,0,0,4,4,0,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,LUTON,LARNACA,8159,8159,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,LUTON,PAPHOS,1955,1955,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,STANSTED,PAPHOS,11554,10906,648,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,ABERDEEN,LARNACA,0,0,0,11,0,11,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BELFAST INTERNATIONAL,PAPHOS,125,125,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BIGGIN HILL,LARNACA,0,0,0,7,0,7,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BIRMINGHAM,LARNACA,305,0,305,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BIRMINGHAM,PAPHOS,3690,2777,913,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BOURNEMOUTH,PAPHOS,168,0,168,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BRISTOL,LARNACA,1391,1391,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,BRISTOL,PAPHOS,4011,3074,937,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,CARDIFF WALES,PAPHOS,248,0,248,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,DONCASTER SHEFFIELD,LARNACA,1584,1584,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,DONCASTER SHEFFIELD,PAPHOS,1183,0,1183,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,EAST MIDLANDS INTERNATIONAL,PAPHOS,2123,2123,0,16,0,16,13168.75
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,EDINBURGH,PAPHOS,3242,3242,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,EXETER,PAPHOS,135,0,135,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,GLASGOW,LARNACA,195,195,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,GLASGOW,PAPHOS,2962,2543,419,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,LEEDS BRADFORD,LARNACA,220,220,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,LEEDS BRADFORD,PAPHOS,2495,2495,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,MANCHESTER,LARNACA,175,0,175,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,MANCHESTER,PAPHOS,13805,10872,2933,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,NEWCASTLE,LARNACA,215,215,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,CYPRUS,NEWCASTLE,PAPHOS,1748,1748,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,GATWICK,COPENHAGEN,20770,20770,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,HEATHROW,BILLUND,768,768,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,HEATHROW,COPENHAGEN,49502,49502,0,3814,3814,0,1197.902465
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,STANSTED,AALBORG,2121,2121,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,STANSTED,AARHUS (TIRSTRUP),5377,5377,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,STANSTED,BILLUND,13173,13173,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,STANSTED,COPENHAGEN,22385,22385,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,ABERDEEN,BILLUND,0,0,0,84,0,84,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,ABERDEEN,ESBJERG,559,559,0,18,0,18,3005.555556
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,BIRMINGHAM,COPENHAGEN,275,275,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,BRISTOL,COPENHAGEN,385,385,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,EDINBURGH,BILLUND,1694,1694,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,EDINBURGH,COPENHAGEN,9989,9989,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,GUERNSEY,COPENHAGEN,109,109,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,HUMBERSIDE,BILLUND,0,0,0,176,0,176,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,LIVERPOOL (JOHN LENNON),COPENHAGEN,1282,1282,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,MANCHESTER,BILLUND,3002,3002,0,117,0,117,2465.811966
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,MANCHESTER,COPENHAGEN,22899,22899,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,DENMARK,MANCHESTER,ROSKILDE,0,0,0,20,0,20,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,GATWICK,HELSINKI,3214,3214,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,GATWICK,ROVANIEMI,2018,2018,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,HEATHROW,HELSINKI,22294,22294,0,5059,5059,0,340.679976
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,STANSTED,HELSINKI,8850,8850,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,STANSTED,TAMPERE,1294,1294,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,EDINBURGH,HELSINKI,1449,1449,0,123,123,0,1078.04878
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FINLAND,MANCHESTER,HELSINKI,3606,3606,0,512,512,0,604.296875
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,BIARRITZ,89,89,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,BORDEAUX,8977,8977,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,CHAMBERY,11340,0,11340,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,GRENOBLE,9198,4888,4310,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,LA ROCHELLE,100,100,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,LILLE,176,0,176,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,LYON,24948,21769,3179,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,MARSEILLE,6540,6540,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,MONTPELLIER,7323,7323,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,NANTES,6595,6595,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,NICE,20801,20801,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,PARIS (CHARLES DE GAULLE),24290,24290,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,PARIS (ORLY),4727,4727,0,134,134,0,3427.61194
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,GATWICK,TOULOUSE (BLAGNAC),9655,6769,2886,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,GRENOBLE,6489,4071,2418,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,LYON,12489,11318,1171,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,MARSEILLE,9145,9145,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,NICE,28908,28908,0,2309,2309,0,1151.97055
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,PARIS (CHARLES DE GAULLE),70780,70671,109,18492,18492,0,282.760112
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,HEATHROW,TOULOUSE (BLAGNAC),11906,11906,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LONDON CITY,CHAMBERY,1387,1387,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LONDON CITY,NICE,3484,3484,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,BEZIERS,1690,1690,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,BORDEAUX,1789,1789,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,GRENOBLE,2932,2932,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,LYON,4100,4100,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,NICE,2603,2603,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,LUTON,PARIS (CHARLES DE GAULLE),20131,20131,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,BERGERAC,3321,3321,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,BEZIERS,294,294,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,BIARRITZ,3960,3960,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,BORDEAUX,6385,6385,0,36,0,36,17636.111111
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,BRIVE-LA-GAILLARDE,97,97,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,CARCASSONNE,2189,2189,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,CHAMBERY,2824,1392,1432,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,DOLE,284,284,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,GRENOBLE,4544,4544,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,LA ROCHELLE,1677,1677,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,LIMOGES,4493,4493,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,MARSEILLE,7642,7642,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,NANTES,7646,7646,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,NICE,2663,2663,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,PERPIGNAN,300,300,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,POITIERS,1828,1828,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,TARBES-LOURDES INTERNATIONAL,2188,2188,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,TOULOUSE (BLAGNAC),7668,7668,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,STANSTED,TOURS,1840,1840,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,LYON,1186,1186,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,NICE,69,69,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BELFAST INTERNATIONAL,PARIS (CHARLES DE GAULLE),6559,6559,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIGGIN HILL,CHAMBERY,7,0,7,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIGGIN HILL,NICE,4,0,4,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,CHAMBERY,3257,1375,1882,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,GRENOBLE,2315,2315,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,PARIS (CHARLES DE GAULLE),14281,14281,0,1832,1832,0,679.530568
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,PARIS (ORLY),1904,1904,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,PERPIGNAN,263,263,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,RENNES,374,0,374,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BIRMINGHAM,TOULOUSE (BLAGNAC),560,0,560,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,BORDEAUX,441,441,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,CHAMBERY,2909,1475,1434,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,GRENOBLE,3134,3134,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,LYON,2492,2492,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,NICE,2740,2740,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,PARIS (CHARLES DE GAULLE),11055,11055,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,PARIS (ORLY),7292,7292,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,BRISTOL,TOULOUSE (BLAGNAC),4577,4577,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,BORDEAUX,680,0,680,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,GRENOBLE,401,0,401,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,LYON,1389,0,1389,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,MARSEILLE,597,0,597,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,NANTES,1008,0,1008,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,PARIS (CHARLES DE GAULLE),1235,0,1235,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,PARIS (LE BOURGET),0,0,0,115,0,115,-100
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,PARIS (ORLY),1373,1373,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,RENNES,88,0,88,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,TOULOUSE (BLAGNAC),1463,0,1463,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,CARDIFF WALES,VALENCE,354,0,354,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,DONCASTER SHEFFIELD,PERPIGNAN,62,0,62,60,0,60,3.333333
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,CHAMBERY,821,0,821,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,LIMOGES,1835,1835,0,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,EAST MIDLANDS INTERNATIONAL,RENNES,183,0,183,0,0,0,0
20/05/2022 17:03,202203,WESTERN EUROPE-EU,FRANCE,EDINBURGH,BEAUVAIS,2959,2959,0,0,0,0,0
